,Vehicles,Month,Day,Hour,Vehicles_lag_1,Vehicles_lag_2
2017-11-28 21:00:00,77,11,28,20,81.0,75.0
2017-11-28 22:00:00,74,11,28,21,77.0,81.0
2017-11-28 23:00:00,72,11,28,22,74.0,77.0
2017-11-29 00:00:00,67,11,28,23,72.0,74.0
2017-11-29 01:00:00,60,11,29,0,67.0,72.0
2017-11-29 02:00:00,53,11,29,1,60.0,67.0
2017-11-29 03:00:00,47,11,29,2,53.0,60.0
2017-11-29 04:00:00,41,11,29,3,47.0,53.0
2017-11-29 05:00:00,34,11,29,4,41.0,47.0
2017-11-29 06:00:00,33,11,29,5,34.0,41.0
2017-11-29 07:00:00,39,11,29,6,33.0,34.0
2017-11-29 08:00:00,43,11,29,7,39.0,33.0
2017-11-29 09:00:00,51,11,29,8,43.0,39.0
2017-11-29 10:00:00,55,11,29,9,51.0,43.0
2017-11-29 11:00:00,68,11,29,10,55.0,51.0
2017-11-29 12:00:00,82,11,29,11,68.0,55.0
2017-11-29 13:00:00,85,11,29,12,82.0,68.0
2017-11-29 14:00:00,74,11,29,13,85.0,82.0
2017-11-29 15:00:00,75,11,29,14,74.0,85.0
2017-11-29 16:00:00,75,11,29,15,75.0,74.0
2017-11-29 17:00:00,73,11,29,16,75.0,75.0
2017-11-29 18:00:00,71,11,29,17,73.0,75.0
2017-11-29 19:00:00,74,11,29,18,71.0,73.0
2017-11-29 20:00:00,80,11,29,19,74.0,71.0
2017-11-29 21:00:00,77,11,29,20,80.0,74.0
2017-11-29 22:00:00,74,11,29,21,77.0,80.0
2017-11-29 23:00:00,72,11,29,22,74.0,77.0
2017-11-30 00:00:00,67,11,29,23,72.0,74.0
2017-11-30 01:00:00,60,11,30,0,67.0,72.0
2017-11-30 02:00:00,53,11,30,1,60.0,67.0
2017-11-30 03:00:00,47,11,30,2,53.0,60.0
2017-11-30 04:00:00,41,11,30,3,47.0,53.0
2017-11-30 05:00:00,34,11,30,4,41.0,47.0
2017-11-30 06:00:00,33,11,30,5,34.0,41.0
2017-11-30 07:00:00,39,11,30,6,33.0,34.0
2017-11-30 08:00:00,43,11,30,7,39.0,33.0
2017-11-30 09:00:00,51,11,30,8,43.0,39.0
2017-11-30 10:00:00,56,11,30,9,51.0,43.0
2017-11-30 11:00:00,72,11,30,10,56.0,51.0
2017-11-30 12:00:00,81,11,30,11,72.0,56.0
2017-11-30 13:00:00,80,11,30,12,81.0,72.0
2017-11-30 14:00:00,70,11,30,13,80.0,81.0
2017-11-30 15:00:00,75,11,30,14,70.0,80.0
2017-11-30 16:00:00,74,11,30,15,75.0,70.0
2017-11-30 17:00:00,72,11,30,16,74.0,75.0
2017-11-30 18:00:00,71,11,30,17,72.0,74.0
2017-11-30 19:00:00,76,11,30,18,71.0,72.0
2017-11-30 20:00:00,80,11,30,19,76.0,71.0
2017-11-30 21:00:00,77,11,30,20,80.0,76.0
2017-11-30 22:00:00,75,11,30,21,77.0,80.0
2017-11-30 23:00:00,73,11,30,22,75.0,77.0
2017-12-01 00:00:00,70,11,30,23,73.0,75.0
2017-12-01 01:00:00,62,12,1,0,70.0,73.0
2017-12-01 02:00:00,53,12,1,1,62.0,70.0
2017-12-01 03:00:00,48,12,1,2,53.0,62.0
2017-12-01 04:00:00,40,12,1,3,48.0,53.0
2017-12-01 05:00:00,36,12,1,4,40.0,48.0
2017-12-01 06:00:00,32,12,1,5,36.0,40.0
2017-12-01 07:00:00,36,12,1,6,32.0,36.0
2017-12-01 08:00:00,40,12,1,7,36.0,32.0
2017-12-01 09:00:00,42,12,1,8,40.0,36.0
2017-12-01 10:00:00,49,12,1,9,42.0,40.0
2017-12-01 11:00:00,60,12,1,10,49.0,42.0
2017-12-01 12:00:00,76,12,1,11,60.0,49.0
2017-12-01 13:00:00,91,12,1,12,76.0,60.0
2017-12-01 14:00:00,89,12,1,13,91.0,76.0
2017-12-01 15:00:00,88,12,1,14,89.0,91.0
2017-12-01 16:00:00,86,12,1,15,88.0,89.0
2017-12-01 17:00:00,81,12,1,16,86.0,88.0
2017-12-01 18:00:00,77,12,1,17,81.0,86.0
2017-12-01 19:00:00,82,12,1,18,77.0,81.0
2017-12-01 20:00:00,84,12,1,19,82.0,77.0
2017-12-01 21:00:00,85,12,1,20,84.0,82.0
2017-12-01 22:00:00,86,12,1,21,85.0,84.0
2017-12-01 23:00:00,85,12,1,22,86.0,85.0
2017-12-02 00:00:00,83,12,1,23,85.0,86.0
2017-12-02 01:00:00,75,12,2,0,83.0,85.0
2017-12-02 02:00:00,66,12,2,1,75.0,83.0
2017-12-02 03:00:00,53,12,2,2,66.0,75.0
2017-12-02 04:00:00,53,12,2,3,53.0,66.0
2017-12-02 05:00:00,46,12,2,4,53.0,53.0
2017-12-02 06:00:00,40,12,2,5,46.0,53.0
2017-12-02 07:00:00,45,12,2,6,40.0,46.0
2017-12-02 08:00:00,52,12,2,7,45.0,40.0
2017-12-02 09:00:00,57,12,2,8,52.0,45.0
2017-12-02 10:00:00,66,12,2,9,57.0,52.0
2017-12-02 11:00:00,83,12,2,10,66.0,57.0
2017-12-02 12:00:00,95,12,2,11,83.0,66.0
2017-12-02 13:00:00,93,12,2,12,95.0,83.0
2017-12-02 14:00:00,89,12,2,13,93.0,95.0
2017-12-02 15:00:00,89,12,2,14,89.0,93.0
2017-12-02 16:00:00,86,12,2,15,89.0,89.0
2017-12-02 17:00:00,82,12,2,16,86.0,89.0
2017-12-02 18:00:00,77,12,2,17,82.0,86.0
2017-12-02 19:00:00,83,12,2,18,77.0,82.0
2017-12-02 20:00:00,84,12,2,19,83.0,77.0
2017-12-02 21:00:00,84,12,2,20,84.0,83.0
2017-12-02 22:00:00,81,12,2,21,84.0,84.0
2017-12-02 23:00:00,78,12,2,22,81.0,84.0
2017-12-03 00:00:00,73,12,2,23,78.0,81.0
2017-12-03 01:00:00,65,12,3,0,73.0,78.0
2017-12-03 02:00:00,52,12,3,1,65.0,73.0
2017-12-03 03:00:00,51,12,3,2,52.0,65.0
2017-12-03 04:00:00,43,12,3,3,51.0,52.0
2017-12-03 05:00:00,39,12,3,4,43.0,51.0
2017-12-03 06:00:00,33,12,3,5,39.0,43.0
2017-12-03 07:00:00,36,12,3,6,33.0,39.0
2017-12-03 08:00:00,40,12,3,7,36.0,33.0
2017-12-03 09:00:00,42,12,3,8,40.0,36.0
2017-12-03 10:00:00,49,12,3,9,42.0,40.0
2017-12-03 11:00:00,60,12,3,10,49.0,42.0
2017-12-03 12:00:00,76,12,3,11,60.0,49.0
2017-12-03 13:00:00,81,12,3,12,76.0,60.0
2017-12-03 14:00:00,73,12,3,13,81.0,76.0
2017-12-03 15:00:00,79,12,3,14,73.0,81.0
2017-12-03 16:00:00,77,12,3,15,79.0,73.0
2017-12-03 17:00:00,75,12,3,16,77.0,79.0
2017-12-03 18:00:00,77,12,3,17,75.0,77.0
2017-12-03 19:00:00,81,12,3,18,77.0,75.0
2017-12-03 20:00:00,83,12,3,19,81.0,77.0
2017-12-03 21:00:00,82,12,3,20,83.0,81.0
2017-12-03 22:00:00,78,12,3,21,82.0,83.0
2017-12-03 23:00:00,76,12,3,22,78.0,82.0
2017-12-04 00:00:00,73,12,3,23,76.0,78.0
2017-12-04 01:00:00,66,12,4,0,73.0,76.0
2017-12-04 02:00:00,54,12,4,1,66.0,73.0
2017-12-04 03:00:00,53,12,4,2,54.0,66.0
2017-12-04 04:00:00,47,12,4,3,53.0,54.0
2017-12-04 05:00:00,41,12,4,4,47.0,53.0
2017-12-04 06:00:00,36,12,4,5,41.0,47.0
2017-12-04 07:00:00,38,12,4,6,36.0,41.0
2017-12-04 08:00:00,42,12,4,7,38.0,36.0
2017-12-04 09:00:00,46,12,4,8,42.0,38.0
2017-12-04 10:00:00,56,12,4,9,46.0,42.0
2017-12-04 11:00:00,71,12,4,10,56.0,46.0
2017-12-04 12:00:00,87,12,4,11,71.0,56.0
2017-12-04 13:00:00,85,12,4,12,87.0,71.0
2017-12-04 14:00:00,74,12,4,13,85.0,87.0
2017-12-04 15:00:00,80,12,4,14,74.0,85.0
2017-12-04 16:00:00,79,12,4,15,80.0,74.0
2017-12-04 17:00:00,76,12,4,16,79.0,80.0
2017-12-04 18:00:00,75,12,4,17,76.0,79.0
2017-12-04 19:00:00,82,12,4,18,75.0,76.0
2017-12-04 20:00:00,84,12,4,19,82.0,75.0
2017-12-04 21:00:00,83,12,4,20,84.0,82.0
2017-12-04 22:00:00,80,12,4,21,83.0,84.0
2017-12-04 23:00:00,77,12,4,22,80.0,83.0
2017-12-05 00:00:00,73,12,4,23,77.0,80.0
2017-12-05 01:00:00,66,12,5,0,73.0,77.0
2017-12-05 02:00:00,54,12,5,1,66.0,73.0
2017-12-05 03:00:00,54,12,5,2,54.0,66.0
2017-12-05 04:00:00,47,12,5,3,54.0,54.0
2017-12-05 05:00:00,40,12,5,4,47.0,54.0
2017-12-05 06:00:00,36,12,5,5,40.0,47.0
2017-12-05 07:00:00,38,12,5,6,36.0,40.0
2017-12-05 08:00:00,42,12,5,7,38.0,36.0
2017-12-05 09:00:00,46,12,5,8,42.0,38.0
2017-12-05 10:00:00,56,12,5,9,46.0,42.0
2017-12-05 11:00:00,70,12,5,10,56.0,46.0
2017-12-05 12:00:00,86,12,5,11,70.0,56.0
2017-12-05 13:00:00,86,12,5,12,86.0,70.0
2017-12-05 14:00:00,73,12,5,13,86.0,86.0
2017-12-05 15:00:00,78,12,5,14,73.0,86.0
2017-12-05 16:00:00,77,12,5,15,78.0,73.0
2017-12-05 17:00:00,75,12,5,16,77.0,78.0
2017-12-05 18:00:00,76,12,5,17,75.0,77.0
2017-12-05 19:00:00,82,12,5,18,76.0,75.0
2017-12-05 20:00:00,84,12,5,19,82.0,76.0
2017-12-05 21:00:00,83,12,5,20,84.0,82.0
2017-12-05 22:00:00,80,12,5,21,83.0,84.0
2017-12-05 23:00:00,77,12,5,22,80.0,83.0
2017-12-06 00:00:00,73,12,5,23,77.0,80.0
2017-12-06 01:00:00,65,12,6,0,73.0,77.0
2017-12-06 02:00:00,52,12,6,1,65.0,73.0
2017-12-06 03:00:00,52,12,6,2,52.0,65.0
2017-12-06 04:00:00,44,12,6,3,52.0,52.0
2017-12-06 05:00:00,39,12,6,4,44.0,52.0
2017-12-06 06:00:00,34,12,6,5,39.0,44.0
2017-12-06 07:00:00,36,12,6,6,34.0,39.0
2017-12-06 08:00:00,40,12,6,7,36.0,34.0
2017-12-06 09:00:00,42,12,6,8,40.0,36.0
2017-12-06 10:00:00,49,12,6,9,42.0,40.0
2017-12-06 11:00:00,61,12,6,10,49.0,42.0
2017-12-06 12:00:00,75,12,6,11,61.0,49.0
2017-12-06 13:00:00,81,12,6,12,75.0,61.0
2017-12-06 14:00:00,73,12,6,13,81.0,75.0
2017-12-06 15:00:00,78,12,6,14,73.0,81.0
2017-12-06 16:00:00,76,12,6,15,78.0,73.0
2017-12-06 17:00:00,74,12,6,16,76.0,78.0
2017-12-06 18:00:00,73,12,6,17,74.0,76.0
2017-12-06 19:00:00,76,12,6,18,73.0,74.0
2017-12-06 20:00:00,83,12,6,19,76.0,73.0
2017-12-06 21:00:00,82,12,6,20,83.0,76.0
2017-12-06 22:00:00,78,12,6,21,82.0,83.0
2017-12-06 23:00:00,76,12,6,22,78.0,82.0
2017-12-07 00:00:00,73,12,6,23,76.0,78.0
2017-12-07 01:00:00,66,12,7,0,73.0,76.0
2017-12-07 02:00:00,54,12,7,1,66.0,73.0
2017-12-07 03:00:00,54,12,7,2,54.0,66.0
2017-12-07 04:00:00,48,12,7,3,54.0,54.0
2017-12-07 05:00:00,41,12,7,4,48.0,54.0
2017-12-07 06:00:00,36,12,7,5,41.0,48.0
2017-12-07 07:00:00,38,12,7,6,36.0,41.0
2017-12-07 08:00:00,41,12,7,7,38.0,36.0
2017-12-07 09:00:00,46,12,7,8,41.0,38.0
2017-12-07 10:00:00,56,12,7,9,46.0,41.0
2017-12-07 11:00:00,70,12,7,10,56.0,46.0
2017-12-07 12:00:00,82,12,7,11,70.0,56.0
2017-12-07 13:00:00,86,12,7,12,82.0,70.0
2017-12-07 14:00:00,73,12,7,13,86.0,82.0
2017-12-07 15:00:00,78,12,7,14,73.0,86.0
2017-12-07 16:00:00,78,12,7,15,78.0,73.0
2017-12-07 17:00:00,76,12,7,16,78.0,78.0
2017-12-07 18:00:00,76,12,7,17,76.0,78.0
2017-12-07 19:00:00,82,12,7,18,76.0,76.0
2017-12-07 20:00:00,84,12,7,19,82.0,76.0
2017-12-07 21:00:00,82,12,7,20,84.0,82.0
2017-12-07 22:00:00,78,12,7,21,82.0,84.0
2017-12-07 23:00:00,76,12,7,22,78.0,82.0
2017-12-08 00:00:00,73,12,7,23,76.0,78.0
2017-12-08 01:00:00,65,12,8,0,73.0,76.0
2017-12-08 02:00:00,52,12,8,1,65.0,73.0
2017-12-08 03:00:00,52,12,8,2,52.0,65.0
2017-12-08 04:00:00,44,12,8,3,52.0,52.0
2017-12-08 05:00:00,39,12,8,4,44.0,52.0
2017-12-08 06:00:00,34,12,8,5,39.0,44.0
2017-12-08 07:00:00,36,12,8,6,34.0,39.0
2017-12-08 08:00:00,40,12,8,7,36.0,34.0
2017-12-08 09:00:00,41,12,8,8,40.0,36.0
2017-12-08 10:00:00,49,12,8,9,41.0,40.0
2017-12-08 11:00:00,61,12,8,10,49.0,41.0
2017-12-08 12:00:00,74,12,8,11,61.0,49.0
2017-12-08 13:00:00,76,12,8,12,74.0,61.0
2017-12-08 14:00:00,70,12,8,13,76.0,74.0
2017-12-08 15:00:00,77,12,8,14,70.0,76.0
2017-12-08 16:00:00,77,12,8,15,77.0,70.0
2017-12-08 17:00:00,74,12,8,16,77.0,77.0
2017-12-08 18:00:00,72,12,8,17,74.0,77.0
2017-12-08 19:00:00,76,12,8,18,72.0,74.0
2017-12-08 20:00:00,81,12,8,19,76.0,72.0
2017-12-08 21:00:00,78,12,8,20,81.0,76.0
2017-12-08 22:00:00,76,12,8,21,78.0,81.0
2017-12-08 23:00:00,74,12,8,22,76.0,78.0
2017-12-09 00:00:00,71,12,8,23,74.0,76.0
2017-12-09 01:00:00,63,12,9,0,71.0,74.0
2017-12-09 02:00:00,55,12,9,1,63.0,71.0
2017-12-09 03:00:00,52,12,9,2,55.0,63.0
2017-12-09 04:00:00,47,12,9,3,52.0,55.0
2017-12-09 05:00:00,41,12,9,4,47.0,52.0
2017-12-09 06:00:00,35,12,9,5,41.0,47.0
2017-12-09 07:00:00,37,12,9,6,35.0,41.0
2017-12-09 08:00:00,43,12,9,7,37.0,35.0
2017-12-09 09:00:00,44,12,9,8,43.0,37.0
2017-12-09 10:00:00,48,12,9,9,44.0,43.0
2017-12-09 11:00:00,66,12,9,10,48.0,44.0
2017-12-09 12:00:00,84,12,9,11,66.0,48.0
2017-12-09 13:00:00,89,12,9,12,84.0,66.0
2017-12-09 14:00:00,78,12,9,13,89.0,84.0
2017-12-09 15:00:00,79,12,9,14,78.0,89.0
2017-12-09 16:00:00,80,12,9,15,79.0,78.0
2017-12-09 17:00:00,79,12,9,16,80.0,79.0
2017-12-09 18:00:00,77,12,9,17,79.0,80.0
2017-12-09 19:00:00,80,12,9,18,77.0,79.0
2017-12-09 20:00:00,81,12,9,19,80.0,77.0
2017-12-09 21:00:00,78,12,9,20,81.0,80.0
2017-12-09 22:00:00,76,12,9,21,78.0,81.0
2017-12-09 23:00:00,73,12,9,22,76.0,78.0
2017-12-10 00:00:00,70,12,9,23,73.0,76.0
2017-12-10 01:00:00,61,12,10,0,70.0,73.0
2017-12-10 02:00:00,53,12,10,1,61.0,70.0
2017-12-10 03:00:00,49,12,10,2,53.0,61.0
2017-12-10 04:00:00,43,12,10,3,49.0,53.0
2017-12-10 05:00:00,39,12,10,4,43.0,49.0
2017-12-10 06:00:00,33,12,10,5,39.0,43.0
2017-12-10 07:00:00,36,12,10,6,33.0,39.0
2017-12-10 08:00:00,39,12,10,7,36.0,33.0
2017-12-10 09:00:00,41,12,10,8,39.0,36.0
2017-12-10 10:00:00,49,12,10,9,41.0,39.0
2017-12-10 11:00:00,61,12,10,10,49.0,41.0
2017-12-10 12:00:00,75,12,10,11,61.0,49.0
2017-12-10 13:00:00,80,12,10,12,75.0,61.0
2017-12-10 14:00:00,73,12,10,13,80.0,75.0
2017-12-10 15:00:00,78,12,10,14,73.0,80.0
2017-12-10 16:00:00,78,12,10,15,78.0,73.0
2017-12-10 17:00:00,75,12,10,16,78.0,78.0
2017-12-10 18:00:00,76,12,10,17,75.0,78.0
2017-12-10 19:00:00,80,12,10,18,76.0,75.0
2017-12-10 20:00:00,80,12,10,19,80.0,76.0
2017-12-10 21:00:00,78,12,10,20,80.0,80.0
2017-12-10 22:00:00,77,12,10,21,78.0,80.0
2017-12-10 23:00:00,75,12,10,22,77.0,78.0
2017-12-11 00:00:00,72,12,10,23,75.0,77.0
2017-12-11 01:00:00,62,12,11,0,72.0,75.0
2017-12-11 02:00:00,54,12,11,1,62.0,72.0
2017-12-11 03:00:00,49,12,11,2,54.0,62.0
2017-12-11 04:00:00,44,12,11,3,49.0,54.0
2017-12-11 05:00:00,40,12,11,4,44.0,49.0
2017-12-11 06:00:00,35,12,11,5,40.0,44.0
2017-12-11 07:00:00,37,12,11,6,35.0,40.0
2017-12-11 08:00:00,42,12,11,7,37.0,35.0
2017-12-11 09:00:00,44,12,11,8,42.0,37.0
2017-12-11 10:00:00,48,12,11,9,44.0,42.0
2017-12-11 11:00:00,66,12,11,10,48.0,44.0
2017-12-11 12:00:00,84,12,11,11,66.0,48.0
2017-12-11 13:00:00,89,12,11,12,84.0,66.0
2017-12-11 14:00:00,78,12,11,13,89.0,84.0
2017-12-11 15:00:00,79,12,11,14,78.0,89.0
2017-12-11 16:00:00,79,12,11,15,79.0,78.0
2017-12-11 17:00:00,77,12,11,16,79.0,79.0
2017-12-11 18:00:00,75,12,11,17,77.0,79.0
2017-12-11 19:00:00,79,12,11,18,75.0,77.0
2017-12-11 20:00:00,81,12,11,19,79.0,75.0
2017-12-11 21:00:00,79,12,11,20,81.0,79.0
2017-12-11 22:00:00,78,12,11,21,79.0,81.0
2017-12-11 23:00:00,77,12,11,22,78.0,79.0
2017-12-12 00:00:00,73,12,11,23,77.0,78.0
2017-12-12 01:00:00,64,12,12,0,73.0,77.0
2017-12-12 02:00:00,56,12,12,1,64.0,73.0
2017-12-12 03:00:00,54,12,12,2,56.0,64.0
2017-12-12 04:00:00,48,12,12,3,54.0,56.0
2017-12-12 05:00:00,41,12,12,4,48.0,54.0
2017-12-12 06:00:00,35,12,12,5,41.0,48.0
2017-12-12 07:00:00,38,12,12,6,35.0,41.0
2017-12-12 08:00:00,41,12,12,7,38.0,35.0
2017-12-12 09:00:00,46,12,12,8,41.0,38.0
2017-12-12 10:00:00,56,12,12,9,46.0,41.0
2017-12-12 11:00:00,72,12,12,10,56.0,46.0
2017-12-12 12:00:00,82,12,12,11,72.0,56.0
2017-12-12 13:00:00,85,12,12,12,82.0,72.0
2017-12-12 14:00:00,73,12,12,13,85.0,82.0
2017-12-12 15:00:00,78,12,12,14,73.0,85.0
2017-12-12 16:00:00,77,12,12,15,78.0,73.0
2017-12-12 17:00:00,74,12,12,16,77.0,78.0
2017-12-12 18:00:00,72,12,12,17,74.0,77.0
2017-12-12 19:00:00,76,12,12,18,72.0,74.0
2017-12-12 20:00:00,80,12,12,19,76.0,72.0
2017-12-12 21:00:00,79,12,12,20,80.0,76.0
2017-12-12 22:00:00,78,12,12,21,79.0,80.0
2017-12-12 23:00:00,78,12,12,22,78.0,79.0
2017-12-13 00:00:00,72,12,12,23,78.0,78.0
2017-12-13 01:00:00,62,12,13,0,72.0,78.0
2017-12-13 02:00:00,54,12,13,1,62.0,72.0
2017-12-13 03:00:00,49,12,13,2,54.0,62.0
2017-12-13 04:00:00,43,12,13,3,49.0,54.0
2017-12-13 05:00:00,40,12,13,4,43.0,49.0
2017-12-13 06:00:00,35,12,13,5,40.0,43.0
2017-12-13 07:00:00,37,12,13,6,35.0,40.0
2017-12-13 08:00:00,42,12,13,7,37.0,35.0
2017-12-13 09:00:00,44,12,13,8,42.0,37.0
2017-12-13 10:00:00,48,12,13,9,44.0,42.0
2017-12-13 11:00:00,66,12,13,10,48.0,44.0
2017-12-13 12:00:00,84,12,13,11,66.0,48.0
2017-12-13 13:00:00,89,12,13,12,84.0,66.0
2017-12-13 14:00:00,78,12,13,13,89.0,84.0
2017-12-13 15:00:00,79,12,13,14,78.0,89.0
2017-12-13 16:00:00,79,12,13,15,79.0,78.0
2017-12-13 17:00:00,76,12,13,16,79.0,79.0
2017-12-13 18:00:00,75,12,13,17,76.0,79.0
2017-12-13 19:00:00,79,12,13,18,75.0,76.0
2017-12-13 20:00:00,81,12,13,19,79.0,75.0
2017-12-13 21:00:00,79,12,13,20,81.0,79.0
2017-12-13 22:00:00,78,12,13,21,79.0,81.0
2017-12-13 23:00:00,78,12,13,22,78.0,79.0
2017-12-14 00:00:00,72,12,13,23,78.0,78.0
2017-12-14 01:00:00,62,12,14,0,72.0,78.0
2017-12-14 02:00:00,54,12,14,1,62.0,72.0
2017-12-14 03:00:00,50,12,14,2,54.0,62.0
2017-12-14 04:00:00,44,12,14,3,50.0,54.0
2017-12-14 05:00:00,39,12,14,4,44.0,50.0
2017-12-14 06:00:00,35,12,14,5,39.0,44.0
2017-12-14 07:00:00,37,12,14,6,35.0,39.0
2017-12-14 08:00:00,42,12,14,7,37.0,35.0
2017-12-14 09:00:00,44,12,14,8,42.0,37.0
2017-12-14 10:00:00,49,12,14,9,44.0,42.0
2017-12-14 11:00:00,68,12,14,10,49.0,44.0
2017-12-14 12:00:00,84,12,14,11,68.0,49.0
2017-12-14 13:00:00,89,12,14,12,84.0,68.0
2017-12-14 14:00:00,78,12,14,13,89.0,84.0
2017-12-14 15:00:00,79,12,14,14,78.0,89.0
2017-12-14 16:00:00,79,12,14,15,79.0,78.0
2017-12-14 17:00:00,77,12,14,16,79.0,79.0
2017-12-14 18:00:00,75,12,14,17,77.0,79.0
2017-12-14 19:00:00,78,12,14,18,75.0,77.0
2017-12-14 20:00:00,80,12,14,19,78.0,75.0
2017-12-14 21:00:00,79,12,14,20,80.0,78.0
2017-12-14 22:00:00,78,12,14,21,79.0,80.0
2017-12-14 23:00:00,77,12,14,22,78.0,79.0
2017-12-15 00:00:00,73,12,14,23,77.0,78.0
2017-12-15 01:00:00,65,12,15,0,73.0,77.0
2017-12-15 02:00:00,52,12,15,1,65.0,73.0
2017-12-15 03:00:00,52,12,15,2,52.0,65.0
2017-12-15 04:00:00,45,12,15,3,52.0,52.0
2017-12-15 05:00:00,39,12,15,4,45.0,52.0
2017-12-15 06:00:00,35,12,15,5,39.0,45.0
2017-12-15 07:00:00,37,12,15,6,35.0,39.0
2017-12-15 08:00:00,42,12,15,7,37.0,35.0
2017-12-15 09:00:00,45,12,15,8,42.0,37.0
2017-12-15 10:00:00,53,12,15,9,45.0,42.0
2017-12-15 11:00:00,58,12,15,10,53.0,45.0
2017-12-15 12:00:00,76,12,15,11,58.0,53.0
2017-12-15 13:00:00,78,12,15,12,76.0,58.0
2017-12-15 14:00:00,71,12,15,13,78.0,76.0
2017-12-15 15:00:00,77,12,15,14,71.0,78.0
2017-12-15 16:00:00,76,12,15,15,77.0,71.0
2017-12-15 17:00:00,73,12,15,16,76.0,77.0
2017-12-15 18:00:00,71,12,15,17,73.0,76.0
2017-12-15 19:00:00,77,12,15,18,71.0,73.0
2017-12-15 20:00:00,79,12,15,19,77.0,71.0
2017-12-15 21:00:00,79,12,15,20,79.0,77.0
2017-12-15 22:00:00,78,12,15,21,79.0,79.0
2017-12-15 23:00:00,77,12,15,22,78.0,79.0
2017-12-16 00:00:00,73,12,15,23,77.0,78.0
2017-12-16 01:00:00,65,12,16,0,73.0,77.0
2017-12-16 02:00:00,52,12,16,1,65.0,73.0
2017-12-16 03:00:00,52,12,16,2,52.0,65.0
2017-12-16 04:00:00,46,12,16,3,52.0,52.0
2017-12-16 05:00:00,39,12,16,4,46.0,52.0
2017-12-16 06:00:00,36,12,16,5,39.0,46.0
2017-12-16 07:00:00,37,12,16,6,36.0,39.0
2017-12-16 08:00:00,42,12,16,7,37.0,36.0
2017-12-16 09:00:00,45,12,16,8,42.0,37.0
2017-12-16 10:00:00,53,12,16,9,45.0,42.0
2017-12-16 11:00:00,58,12,16,10,53.0,45.0
2017-12-16 12:00:00,77,12,16,11,58.0,53.0
2017-12-16 13:00:00,79,12,16,12,77.0,58.0
2017-12-16 14:00:00,72,12,16,13,79.0,77.0
2017-12-16 15:00:00,78,12,16,14,72.0,79.0
2017-12-16 16:00:00,76,12,16,15,78.0,72.0
2017-12-16 17:00:00,73,12,16,16,76.0,78.0
2017-12-16 18:00:00,71,12,16,17,73.0,76.0
2017-12-16 19:00:00,77,12,16,18,71.0,73.0
2017-12-16 20:00:00,79,12,16,19,77.0,71.0
2017-12-16 21:00:00,79,12,16,20,79.0,77.0
2017-12-16 22:00:00,79,12,16,21,79.0,79.0
2017-12-16 23:00:00,79,12,16,22,79.0,79.0
2017-12-17 00:00:00,73,12,16,23,79.0,79.0
2017-12-17 01:00:00,64,12,17,0,73.0,79.0
2017-12-17 02:00:00,56,12,17,1,64.0,73.0
2017-12-17 03:00:00,54,12,17,2,56.0,64.0
2017-12-17 04:00:00,48,12,17,3,54.0,56.0
2017-12-17 05:00:00,39,12,17,4,48.0,54.0
2017-12-17 06:00:00,36,12,17,5,39.0,48.0
2017-12-17 07:00:00,37,12,17,6,36.0,39.0
2017-12-17 08:00:00,42,12,17,7,37.0,36.0
2017-12-17 09:00:00,45,12,17,8,42.0,37.0
2017-12-17 10:00:00,53,12,17,9,45.0,42.0
2017-12-17 11:00:00,58,12,17,10,53.0,45.0
2017-12-17 12:00:00,77,12,17,11,58.0,53.0
2017-12-17 13:00:00,79,12,17,12,77.0,58.0
2017-12-17 14:00:00,72,12,17,13,79.0,77.0
2017-12-17 15:00:00,77,12,17,14,72.0,79.0
2017-12-17 16:00:00,76,12,17,15,77.0,72.0
2017-12-17 17:00:00,73,12,17,16,76.0,77.0
2017-12-17 18:00:00,71,12,17,17,73.0,76.0
2017-12-17 19:00:00,77,12,17,18,71.0,73.0
2017-12-17 20:00:00,79,12,17,19,77.0,71.0
2017-12-17 21:00:00,79,12,17,20,79.0,77.0
2017-12-17 22:00:00,79,12,17,21,79.0,79.0
2017-12-17 23:00:00,78,12,17,22,79.0,79.0
2017-12-18 00:00:00,73,12,17,23,78.0,79.0
2017-12-18 01:00:00,65,12,18,0,73.0,78.0
2017-12-18 02:00:00,50,12,18,1,65.0,73.0
2017-12-18 03:00:00,46,12,18,2,50.0,65.0
2017-12-18 04:00:00,39,12,18,3,46.0,50.0
2017-12-18 05:00:00,36,12,18,4,39.0,46.0
2017-12-18 06:00:00,31,12,18,5,36.0,39.0
2017-12-18 07:00:00,31,12,18,6,31.0,36.0
2017-12-18 08:00:00,33,12,18,7,31.0,31.0
2017-12-18 09:00:00,39,12,18,8,33.0,31.0
2017-12-18 10:00:00,42,12,18,9,39.0,33.0
2017-12-18 11:00:00,50,12,18,10,42.0,39.0
2017-12-18 12:00:00,58,12,18,11,50.0,42.0
2017-12-18 13:00:00,72,12,18,12,58.0,50.0
2017-12-18 14:00:00,69,12,18,13,72.0,58.0
2017-12-18 15:00:00,72,12,18,14,69.0,72.0
2017-12-18 16:00:00,73,12,18,15,72.0,69.0
2017-12-18 17:00:00,69,12,18,16,73.0,72.0
2017-12-18 18:00:00,68,12,18,17,69.0,73.0
2017-12-18 19:00:00,75,12,18,18,68.0,69.0
2017-12-18 20:00:00,78,12,18,19,75.0,68.0
2017-12-18 21:00:00,79,12,18,20,78.0,75.0
